Time,Lane 1 Flow (Veh/h),Lane 2 Flow (Veh/h),Lane 3 Flow (Veh/h),Lane 4 Flow (Veh/h),Lane 1 Speed (km/h),Lane 2 Speed (km/h),Lane 3 Speed (km/h),Lane 4 Speed (km/h),Lane 1 Occ (%),Lane 2 Occ (%),Lane 3 Occ (%),Lane 4 Occ (%),Week
01:35,90.0,202.0,354.0,210.0,111.08,108.85,115.02,105.97,0.8,1.4,1.9,1.1,7.0
01:40,128.0,280.0,332.0,226.0,114.1,110.87,103.18,105.44,0.8,1.5,2.1,1.6,7.0
01:45,147.0,267.0,367.0,252.0,120.59,110.81,108.09,102.58,0.9,1.7,2.0,1.4,7.0
01:50,167.0,327.0,391.0,224.0,117.13,106.66,110.98,100.49,0.9,1.7,2.2,1.4,7.0
01:55,122.0,243.0,292.0,137.0,120.33,110.97,106.0,105.42,0.8,1.0,1.7,0.8,7.0
02:00,103.0,192.0,269.0,132.0,112.86,109.32,109.22,101.22,0.8,1.1,1.7,0.9,7.0
02:05,131.0,136.0,269.0,131.0,116.53,113.13,109.41,100.47,0.7,1.2,1.5,0.8,7.0
02:10,100.0,109.0,219.0,122.0,122.47,111.09,108.85,103.12,0.8,0.9,1.3,0.7,7.0
02:15,122.0,166.0,273.0,136.0,120.18,108.0,111.77,104.33,0.7,1.2,1.5,0.8,7.0
02:20,120.0,157.0,323.0,175.0,117.87,110.24,111.21,105.38,0.7,1.3,1.9,1.1,7.0
02:25,83.0,130.0,182.0,130.0,115.95,107.35,108.73,98.68,0.4,0.9,1.0,1.0,7.0
02:30,119.0,74.0,278.0,61.0,116.36,112.4,106.93,102.18,0.8,1.8,1.8,0.3,7.0
02:35,134.0,140.0,269.0,118.0,118.23,104.81,104.45,97.13,0.6,1.2,1.6,1.2,7.0
02:40,86.0,203.0,216.0,145.0,120.64,114.95,108.05,100.97,0.5,0.8,1.2,0.8,7.0
02:45,108.0,121.0,253.0,134.0,117.1,110.09,108.01,102.03,0.7,1.0,1.5,0.9,7.0
02:50,122.0,113.0,258.0,125.0,119.48,102.34,110.53,103.06,0.5,1.0,1.4,1.1,7.0
02:55,59.0,70.0,148.0,100.0,116.13,105.07,102.27,103.78,0.6,0.7,0.9,0.6,7.0
03:00,58.0,74.0,150.0,70.0,113.68,112.36,112.3,98.63,0.6,1.5,0.9,0.4,7.0
03:05,36.0,95.0,121.0,133.0,117.73,107.74,108.6,102.2,0.5,0.5,0.7,0.7,7.0
03:10,108.0,85.0,237.0,119.0,117.97,110.97,106.28,100.66,0.8,1.0,1.4,0.7,7.0
03:15,71.0,172.0,191.0,159.0,116.23,112.02,107.89,103.83,0.4,0.8,1.0,0.9,7.0
03:20,62.0,86.0,150.0,62.0,120.96,111.88,104.4,105.32,0.6,1.5,0.9,0.4,7.0
03:25,49.0,134.0,135.0,128.0,119.13,110.94,110.33,98.57,0.3,0.7,0.8,0.8,7.0
03:30,37.0,82.0,108.0,69.0,119.51,106.96,107.52,97.68,0.5,1.3,0.7,0.4,7.0
03:35,12.0,24.0,70.0,70.0,120.81,107.51,104.85,99.46,0.8,1.1,0.4,0.4,7.0
03:40,49.0,72.0,129.0,46.0,119.83,109.72,106.01,96.77,0.5,1.3,0.8,0.3,7.0
03:45,71.0,103.0,166.0,75.0,116.05,104.24,106.27,106.12,0.4,1.5,1.1,0.4,7.0
03:50,12.0,49.0,74.0,97.0,117.99,110.93,110.18,102.68,0.4,0.4,0.5,0.5,7.0
03:55,12.0,36.0,84.0,75.0,118.0,108.01,107.71,105.5,0.7,1.1,0.5,0.4,7.0
04:00,37.0,63.0,121.0,58.0,120.58,114.72,109.22,98.45,0.5,1.2,0.6,0.3,7.0
04:05,12.0,62.0,88.0,50.0,118.12,112.77,113.23,105.59,0.7,1.9,0.5,0.3,7.0
04:10,23.0,71.0,99.0,37.0,112.99,108.29,112.45,103.16,0.4,2.0,0.6,0.2,7.0
04:15,36.0,87.0,104.0,85.0,117.39,113.47,104.2,101.02,0.5,0.7,0.6,0.7,7.0
04:20,36.0,23.0,120.0,58.0,117.6,106.81,109.1,98.27,0.5,2.2,0.7,0.3,7.0
04:25,12.0,77.0,83.0,82.0,119.49,116.67,107.02,99.26,0.7,0.4,0.5,0.4,7.0
04:30,23.0,48.0,106.0,87.0,114.74,108.5,106.97,105.04,0.4,1.2,0.6,0.4,7.0
04:35,24.0,70.0,107.0,59.0,119.68,105.7,108.0,98.86,0.4,0.4,0.6,0.6,7.0
04:40,36.0,12.0,97.0,61.0,117.46,106.3,109.15,102.35,0.5,1.3,0.6,0.3,7.0
04:45,36.0,46.0,48.0,49.0,119.33,105.98,108.57,103.78,0.8,2.0,0.3,0.2,7.0
04:50,12.0,59.0,57.0,88.0,122.43,107.17,102.65,106.48,0.9,0.3,0.4,0.5,7.0
04:55,74.0,143.0,164.0,12.0,120.49,108.75,105.77,101.78,0.6,2.3,0.9,0.1,7.0
05:00,49.0,24.0,139.0,60.0,119.05,107.92,105.13,101.32,0.5,0.6,0.8,0.6,7.0
05:05,12.0,75.0,86.0,49.0,117.27,113.14,111.6,101.61,0.4,0.4,0.5,0.5,7.0
05:10,50.0,72.0,130.0,85.0,122.28,109.7,107.01,103.03,0.8,1.2,0.7,0.4,7.0
05:15,35.0,47.0,124.0,72.0,113.73,106.18,112.22,101.13,0.5,1.3,0.7,0.4,7.0
05:20,36.0,59.0,121.0,61.0,118.22,107.38,109.68,103.5,0.5,1.9,0.7,0.3,7.0
05:25,35.0,67.0,124.0,36.0,115.56,101.81,112.03,101.68,0.5,2.2,0.7,0.2,7.0
05:30,36.0,74.0,123.0,71.0,118.3,112.71,110.3,100.23,0.6,1.4,0.9,0.4,7.0
05:35,48.0,99.0,142.0,107.0,118.82,112.58,106.21,100.69,0.2,0.7,0.8,0.8,7.0
05:40,74.0,71.0,169.0,112.0,120.37,108.19,109.51,105.25,0.6,0.8,0.9,0.6,7.0
05:45,61.0,96.0,154.0,114.0,120.68,109.6,105.87,107.8,0.6,0.8,1.1,0.6,7.0
05:50,12.0,36.0,72.0,72.0,119.76,109.35,108.07,101.62,0.8,1.2,0.4,0.4,7.0
05:55,67.0,62.0,168.0,80.0,109.02,113.15,107.97,96.24,0.6,0.9,1.0,0.6,7.0
06:00,72.0,106.0,182.0,139.0,117.68,107.49,109.38,98.45,0.6,0.8,1.0,0.8,7.0
06:05,34.0,109.0,121.0,59.0,110.26,110.12,109.17,99.71,0.5,1.4,0.7,0.3,7.0
06:10,70.0,77.0,188.0,71.0,114.68,116.13,113.75,99.3,0.6,0.8,1.0,0.4,7.0
06:15,86.0,121.0,178.0,163.0,120.19,110.4,107.15,106.12,0.4,0.9,1.1,1.0,7.0
06:20,71.0,178.0,179.0,133.0,115.19,108.09,107.87,102.2,0.3,0.9,1.0,0.9,7.0
06:25,72.0,95.0,184.0,95.0,118.03,107.96,104.37,98.95,0.7,0.7,1.1,0.8,7.0
06:30,97.0,136.0,220.0,96.0,118.96,112.25,110.96,101.23,0.5,0.9,1.2,0.5,7.0
06:35,72.0,146.0,173.0,155.0,117.64,110.81,112.22,93.44,0.3,0.8,1.0,1.0,7.0
06:40,120.0,95.0,249.0,119.0,118.05,108.02,107.52,101.44,0.7,1.1,1.4,0.6,7.0
06:45,71.0,110.0,187.0,87.0,116.16,111.33,112.59,105.29,0.6,0.8,1.1,0.4,7.0
06:50,62.0,166.0,185.0,162.0,121.33,116.2,112.02,98.7,0.3,0.8,1.0,0.8,7.0
06:55,84.0,199.0,265.0,170.0,117.85,106.94,108.57,103.3,0.7,1.2,1.6,1.0,7.0
07:00,23.0,145.0,108.0,160.0,114.27,110.33,108.07,97.28,0.1,0.7,0.6,1.0,7.0
07:05,35.0,161.0,139.0,180.0,116.0,112.88,104.95,102.22,0.2,0.8,0.8,1.0,7.0
07:10,86.0,152.0,220.0,151.0,120.84,106.52,110.6,98.53,0.5,0.9,1.2,0.9,7.0
07:15,72.0,179.0,270.0,179.0,117.64,109.03,109.85,102.0,0.8,1.1,1.7,0.9,7.0
07:20,96.0,238.0,302.0,199.0,118.29,108.99,108.78,99.5,0.6,1.1,1.7,1.2,7.0
07:25,58.0,217.0,211.0,237.0,114.29,110.52,105.9,101.74,0.4,1.0,1.2,1.3,7.0
07:30,70.0,190.0,181.0,159.0,114.18,108.63,109.63,104.09,0.4,1.2,1.0,1.0,7.0
07:35,60.0,177.0,198.0,211.0,117.62,107.98,112.09,104.55,0.3,1.0,1.0,1.4,7.0
07:40,105.0,240.0,301.0,183.0,114.16,109.49,105.63,96.47,0.6,1.4,1.6,1.1,7.0
07:45,109.0,182.0,346.0,170.0,119.33,111.04,108.88,102.82,0.9,1.4,1.9,0.9,7.0
07:50,110.0,229.0,300.0,206.0,119.6,110.25,109.37,97.43,0.6,1.3,1.6,1.2,7.0
07:55,127.0,267.0,334.0,245.0,113.51,106.22,113.21,105.32,0.7,1.4,1.7,1.3,7.0
08:00,83.0,236.0,275.0,196.0,117.22,113.53,114.3,105.18,0.6,1.0,1.4,1.0,7.0
08:05,128.0,282.0,266.0,124.0,114.45,107.19,110.12,94.76,0.6,1.2,1.4,1.0,7.0
08:10,127.0,235.0,378.0,246.0,113.29,107.41,111.46,99.39,0.8,1.5,2.0,1.4,7.0
08:15,107.0,249.0,334.0,204.0,117.0,108.35,108.58,101.98,0.7,1.4,1.8,1.1,7.0
08:20,129.0,296.0,321.0,210.0,115.68,108.03,108.09,99.17,0.7,1.4,1.7,1.3,7.0
08:25,134.0,270.0,320.0,260.0,119.77,107.3,108.06,104.66,0.6,1.3,1.7,1.5,7.0
08:30,174.0,299.0,472.0,222.0,121.96,109.5,116.59,104.98,1.0,1.6,2.4,1.2,7.0
08:35,201.0,392.0,440.0,327.0,116.19,108.17,111.34,100.62,1.1,2.4,2.4,2.2,7.0
08:40,218.0,414.0,414.0,316.0,119.18,111.39,105.11,102.24,1.1,2.3,2.3,1.9,7.0
08:45,176.0,349.0,366.0,353.0,114.95,102.74,107.38,98.12,1.0,2.4,2.0,2.3,7.0
08:50,213.0,431.0,480.0,410.0,116.33,109.75,111.32,106.74,1.1,2.0,2.6,2.2,7.0
08:55,203.0,404.0,434.0,373.0,116.95,111.56,112.79,104.03,1.0,1.9,2.3,2.1,7.0
09:00,186.0,342.0,471.0,275.0,121.77,108.01,113.31,102.62,1.0,1.8,2.5,1.6,7.0
09:05,187.0,357.0,409.0,308.0,114.55,112.08,109.45,101.83,1.1,2.3,2.3,2.2,7.0
09:10,171.0,371.0,357.0,294.0,111.82,109.03,105.1,99.06,0.8,1.8,2.0,1.7,7.0
09:15,181.0,318.0,398.0,232.0,118.73,107.77,106.57,103.22,1.0,1.9,2.2,1.3,7.0
09:20,252.0,447.0,528.0,369.0,118.31,107.65,113.26,104.12,1.3,2.5,2.7,2.2,7.0
09:25,274.0,499.0,534.0,383.0,117.5,106.27,114.73,106.28,1.3,2.5,2.8,2.1,7.0
09:30,245.0,480.0,501.0,455.0,114.91,106.81,109.32,103.64,1.3,2.4,2.8,2.6,7.0
09:35,229.0,429.0,438.0,400.0,112.91,106.92,105.17,104.74,1.1,2.1,2.5,2.3,7.0
09:40,239.0,490.0,447.0,482.0,117.81,109.72,110.59,110.99,1.3,2.9,2.4,2.5,7.0
09:45,300.0,569.0,534.0,452.0,118.13,113.7,109.98,103.52,1.5,3.0,3.0,2.7,7.0
09:50,325.0,515.0,603.0,460.0,118.84,105.15,108.69,105.29,1.7,3.6,3.3,2.7,7.0
09:55,394.0,676.0,708.0,528.0,118.31,107.44,109.39,105.97,1.8,3.4,3.9,3.0,7.0
10:00,329.0,588.0,618.0,508.0,115.85,110.8,108.33,107.24,1.6,2.8,3.4,2.8,7.0
10:05,301.0,579.0,677.0,506.0,118.16,112.63,109.93,100.08,1.6,2.9,3.6,3.0,7.0
10:10,358.0,590.0,630.0,584.0,121.34,105.81,109.32,104.81,1.8,3.6,3.4,3.2,7.0
10:15,419.0,763.0,728.0,524.0,116.61,114.95,107.42,97.58,2.1,3.9,4.0,3.2,7.0
10:20,345.0,601.0,676.0,491.0,115.74,107.89,108.48,103.08,1.5,3.2,3.7,2.8,7.0
10:25,379.0,645.0,795.0,416.0,111.7,107.11,108.72,96.3,1.8,3.5,4.3,2.6,7.0
10:30,418.0,722.0,743.0,546.0,120.14,108.59,112.01,100.51,1.8,3.5,3.9,3.0,7.0
10:35,404.0,642.0,826.0,455.0,115.26,108.41,104.05,98.02,1.9,3.4,4.7,2.8,7.0
10:40,434.0,734.0,907.0,585.0,117.02,106.08,112.03,96.16,2.1,3.9,4.8,3.5,7.0
10:45,389.0,688.0,738.0,541.0,114.67,104.8,107.48,103.94,1.8,3.5,4.0,3.0,7.0
10:50,456.0,808.0,786.0,762.0,114.1,107.46,106.05,103.7,2.2,3.9,4.3,4.2,7.0
10:55,466.0,832.0,802.0,653.0,116.78,110.91,107.78,102.87,2.1,3.7,4.3,3.6,7.0
11:00,431.0,736.0,834.0,617.0,117.5,110.22,110.43,98.84,1.9,3.7,4.4,3.5,7.0
11:05,420.0,732.0,777.0,525.0,117.17,112.37,104.81,101.37,1.8,3.5,4.4,3.1,7.0
11:10,531.0,849.0,877.0,551.0,120.34,107.96,100.65,101.39,2.2,3.8,5.1,3.2,7.0
11:15,484.0,934.0,943.0,765.0,111.39,116.06,102.49,101.07,2.3,4.2,5.5,4.5,7.0
11:20,557.0,932.0,1014.0,640.0,115.48,106.83,104.55,97.36,2.4,4.2,5.6,3.7,7.0
11:25,521.0,838.0,1030.0,665.0,109.77,102.63,109.84,95.51,2.4,4.5,5.5,4.0,7.0
11:30,675.0,1074.0,1081.0,1056.0,122.39,107.12,103.37,99.95,2.9,5.0,6.3,5.8,7.0
11:35,854.0,1282.0,1243.0,993.0,116.79,115.23,106.02,94.89,3.9,6.0,7.1,6.3,7.0
11:40,886.0,1265.0,1299.0,953.0,121.11,112.61,108.78,95.24,3.9,6.0,7.2,6.1,7.0
11:45,900.0,1267.0,1294.0,1114.0,119.67,110.72,107.15,97.22,4.0,6.2,7.2,7.0,7.0
11:50,915.0,1330.0,1261.0,967.0,121.72,115.13,105.98,92.09,4.0,6.2,7.2,6.6,7.0
11:55,910.0,1320.0,1318.0,987.0,121.05,114.22,111.79,92.01,4.0,6.2,7.0,6.4,7.0
12:00,912.0,1306.0,1286.0,1155.0,120.94,113.73,99.47,98.1,4.0,6.2,7.9,7.7,7.0
12:05,914.0,1237.0,1195.0,1064.0,121.19,107.72,100.76,94.72,3.9,6.1,7.3,6.6,7.0
12:10,899.0,1297.0,1350.0,1060.0,119.04,111.81,107.09,92.92,4.0,6.2,7.6,6.9,7.0
12:15,890.0,1381.0,1222.0,1144.0,114.6,116.68,99.4,98.33,4.1,6.3,7.5,7.1,7.0
12:20,948.0,1287.0,1234.0,1045.0,120.53,106.78,102.49,87.91,4.2,6.5,7.3,6.8,7.0
12:25,906.0,1383.0,1358.0,1122.0,115.09,114.41,103.6,92.24,4.2,6.5,7.9,7.3,7.0
12:30,920.0,1270.0,1361.0,1224.0,116.55,104.95,108.8,96.33,4.2,6.5,7.5,7.4,7.0
12:35,665.0,1130.0,1083.0,819.0,117.96,105.48,113.44,96.26,2.8,4.8,5.6,4.9,7.0
12:40,639.0,1046.0,1176.0,667.0,121.04,107.78,104.85,97.21,2.8,4.7,7.0,3.8,7.0
12:45,679.0,1152.0,1199.0,882.0,114.11,105.45,110.89,96.46,3.0,5.1,6.4,5.4,7.0
12:50,694.0,1143.0,1211.0,825.0,119.14,109.82,108.57,98.77,2.8,4.8,6.5,4.7,7.0
12:55,677.0,1128.0,1098.0,838.0,118.03,106.07,103.24,97.41,2.9,4.9,6.3,5.0,7.0
13:00,590.0,950.0,980.0,753.0,120.47,105.12,103.49,90.28,2.7,5.0,5.5,4.8,7.0
13:05,648.0,1047.0,1180.0,808.0,119.11,107.73,107.6,94.25,2.8,5.2,6.4,5.1,7.0
13:10,643.0,1047.0,1101.0,755.0,114.41,103.54,101.04,93.68,2.7,4.6,6.3,4.6,7.0
13:15,635.0,1047.0,1125.0,945.0,117.83,105.43,106.11,97.54,2.8,5.1,6.2,5.5,7.0
13:20,594.0,1069.0,1083.0,772.0,111.44,109.02,105.39,93.39,2.7,4.6,6.0,4.9,7.0
13:25,763.0,1156.0,1238.0,875.0,120.43,104.37,100.56,93.41,3.0,5.3,7.2,5.3,7.0
13:30,611.0,952.0,1115.0,710.0,115.7,104.93,107.32,93.49,2.7,4.6,6.0,4.3,7.0
13:35,705.0,1162.0,1275.0,916.0,117.01,106.94,110.8,97.96,3.0,5.3,6.7,5.5,7.0
13:40,626.0,1013.0,1120.0,765.0,116.1,104.62,108.98,93.0,2.7,4.6,6.1,4.7,7.0
13:45,627.0,998.0,1065.0,754.0,120.67,105.35,109.13,95.0,2.7,4.8,5.7,4.6,7.0
13:50,610.0,1022.0,1033.0,740.0,118.24,108.05,106.94,97.19,2.5,4.5,5.6,4.3,7.0
13:55,672.0,1067.0,1104.0,716.0,116.76,103.24,100.85,97.1,2.8,4.5,6.5,4.2,7.0
14:00,677.0,1208.0,1213.0,914.0,114.9,113.08,104.19,100.21,2.9,5.1,6.9,5.3,7.0
14:05,640.0,1026.0,1033.0,892.0,118.92,105.14,101.14,102.31,2.9,4.8,5.9,5.0,7.0
14:10,548.0,959.0,938.0,787.0,114.48,109.89,102.2,98.25,2.6,4.7,5.4,4.7,7.0
14:15,582.0,1014.0,1054.0,819.0,112.62,107.46,104.12,99.36,2.6,4.5,5.9,4.7,7.0
14:20,650.0,1052.0,1050.0,817.0,116.25,103.5,100.5,101.11,2.8,4.4,6.1,4.7,7.0
14:25,665.0,1090.0,1067.0,957.0,117.24,106.09,103.78,96.95,3.1,5.4,6.0,5.6,7.0
14:30,658.0,1072.0,1214.0,839.0,116.57,105.17,108.26,98.27,2.7,4.6,6.5,4.8,7.0
14:35,598.0,1022.0,1109.0,801.0,113.84,108.85,109.07,100.07,2.5,4.5,6.0,4.6,7.0
14:40,622.0,1075.0,1067.0,945.0,113.24,106.5,109.52,97.53,3.0,5.4,5.7,5.7,7.0
14:45,648.0,1039.0,1105.0,821.0,118.3,104.23,105.99,94.49,2.7,4.8,6.2,5.0,7.0
14:50,694.0,1176.0,1241.0,804.0,118.11,112.79,105.83,99.64,3.0,5.3,6.8,4.6,7.0
14:55,631.0,965.0,1356.0,771.0,113.39,104.17,107.96,98.99,2.8,5.1,7.3,4.5,7.0
15:00,646.0,1024.0,1225.0,741.0,113.52,109.06,106.3,94.85,2.9,5.2,6.7,4.5,7.0
15:05,645.0,1116.0,1206.0,950.0,112.72,107.4,106.46,94.2,3.1,5.4,6.7,5.9,7.0
15:10,538.0,996.0,1098.0,813.0,112.68,114.1,106.85,98.61,2.6,4.8,6.0,4.8,7.0
15:15,690.0,1088.0,1190.0,865.0,118.11,102.74,105.88,91.45,2.9,5.3,6.6,5.5,7.0
15:20,656.0,1093.0,896.0,969.0,117.78,101.98,99.65,94.7,3.0,5.5,5.3,5.7,7.0
15:25,684.0,1128.0,1192.0,900.0,111.36,103.5,101.56,91.96,3.2,5.6,6.9,5.8,7.0
15:30,682.0,1192.0,1272.0,872.0,111.73,108.27,106.89,100.69,2.9,4.7,6.9,4.9,7.0
15:35,697.0,1099.0,1191.0,743.0,118.15,103.79,108.04,91.92,2.9,5.1,6.4,4.7,7.0
15:40,609.0,1008.0,1084.0,765.0,117.75,108.31,106.46,93.79,2.7,4.8,6.0,4.7,7.0
15:45,599.0,1058.0,1007.0,746.0,115.79,110.04,107.59,93.31,2.6,4.4,5.5,4.7,7.0
15:50,577.0,964.0,1084.0,640.0,118.55,108.49,105.87,92.14,2.6,4.7,6.0,4.1,7.0
15:55,609.0,969.0,1103.0,870.0,117.3,104.78,103.5,96.41,2.7,4.9,6.3,5.1,7.0
16:00,673.0,1040.0,1122.0,931.0,118.02,102.77,105.61,93.13,3.2,5.6,6.2,5.8,7.0
16:05,582.0,1011.0,1013.0,866.0,111.64,103.47,104.7,95.2,2.8,5.0,5.7,5.2,7.0
16:10,633.0,1034.0,1181.0,802.0,117.39,106.92,111.92,90.63,2.8,4.8,6.2,5.0,7.0
16:15,627.0,974.0,1071.0,692.0,118.22,105.16,103.93,96.61,2.7,4.6,6.1,4.2,7.0
16:20,604.0,946.0,1126.0,735.0,117.19,107.09,106.35,99.95,2.5,4.4,6.2,4.1,7.0
16:25,563.0,924.0,1060.0,777.0,115.65,108.26,105.17,95.4,2.6,4.7,6.1,4.7,7.0
16:30,539.0,964.0,917.0,795.0,112.29,107.21,99.05,94.26,2.7,4.7,5.4,5.0,7.0
16:35,485.0,882.0,974.0,669.0,110.37,110.34,103.63,99.74,2.4,4.3,5.5,3.9,7.0
16:40,529.0,890.0,992.0,715.0,112.31,109.4,98.06,95.74,2.5,4.3,5.9,4.2,7.0
16:45,531.0,936.0,992.0,725.0,111.66,105.85,102.82,91.38,2.5,4.5,5.7,4.7,7.0
16:50,506.0,924.0,821.0,790.0,108.65,104.24,93.9,90.33,2.8,4.8,5.3,5.1,7.0
16:55,524.0,839.0,1065.0,642.0,115.01,99.6,99.37,91.98,2.5,4.5,6.1,4.1,7.0
17:00,521.0,721.0,1088.0,607.0,111.72,103.22,99.28,99.31,2.6,4.4,6.6,3.5,7.0
17:05,688.0,1063.0,1167.0,813.0,122.43,107.78,102.86,96.45,3.1,5.4,6.7,4.9,7.0
17:10,502.0,732.0,1099.0,678.0,116.09,103.29,97.82,100.68,2.5,4.4,6.5,3.9,7.0
17:15,521.0,790.0,985.0,571.0,116.86,105.98,97.3,85.27,2.6,4.6,6.1,4.0,7.0
17:20,557.0,948.0,984.0,790.0,109.58,100.75,95.84,91.24,2.9,5.1,6.0,5.3,7.0
17:25,450.0,671.0,972.0,516.0,110.65,103.66,97.51,92.04,2.2,4.1,5.9,3.2,7.0
17:30,479.0,823.0,1100.0,565.0,112.37,102.71,98.2,92.01,2.6,4.7,6.5,3.5,7.0
17:35,527.0,859.0,941.0,556.0,111.43,104.86,92.78,91.19,2.7,4.6,5.9,3.6,7.0
17:40,565.0,880.0,1018.0,581.0,114.41,104.1,96.83,89.27,2.8,4.7,6.1,3.8,7.0
17:45,555.0,997.0,1064.0,696.0,108.46,111.23,97.54,93.67,2.8,4.7,6.4,4.1,7.0
17:50,578.0,965.0,1047.0,698.0,114.23,103.86,99.06,95.86,2.6,4.4,6.2,4.2,7.0
17:55,540.0,967.0,933.0,733.0,111.87,108.29,98.03,98.67,2.5,4.5,5.6,4.2,7.0
18:00,542.0,883.0,1033.0,637.0,117.69,107.25,99.24,102.38,2.4,4.4,6.1,3.7,7.0
18:05,495.0,839.0,972.0,660.0,113.27,104.6,101.16,96.33,2.4,4.2,5.5,3.9,7.0
18:10,487.0,848.0,823.0,730.0,113.64,103.1,101.09,94.04,2.6,4.8,4.8,4.6,7.0
18:15,634.0,1023.0,1135.0,826.0,116.88,108.14,102.66,99.85,2.9,4.5,6.6,4.6,7.0
18:20,540.0,890.0,946.0,715.0,114.68,106.65,98.45,92.99,2.4,4.4,5.6,4.6,7.0
18:25,496.0,872.0,934.0,619.0,112.99,109.71,96.25,93.42,2.3,4.4,5.7,3.8,7.0
18:30,524.0,871.0,989.0,637.0,114.43,108.06,104.73,95.7,2.6,4.7,5.5,3.8,7.0
18:35,498.0,892.0,896.0,812.0,112.87,104.93,103.18,95.18,2.7,4.8,5.1,5.1,7.0
18:40,541.0,969.0,898.0,795.0,112.52,103.97,100.13,97.34,2.6,4.4,5.3,4.6,7.0
18:45,547.0,930.0,936.0,712.0,113.75,106.28,99.02,95.87,2.6,4.3,5.5,4.3,7.0
18:50,572.0,960.0,1017.0,732.0,116.62,108.43,101.46,100.75,2.5,4.2,5.8,4.1,7.0
18:55,470.0,831.0,863.0,539.0,112.9,106.57,98.06,101.12,2.1,3.8,5.1,3.1,7.0
19:00,547.0,925.0,1016.0,600.0,113.37,106.19,98.08,93.69,2.7,4.6,6.2,4.3,7.0
19:05,467.0,777.0,871.0,529.0,114.93,103.0,101.31,100.85,2.1,3.8,5.0,3.3,7.0
19:10,623.0,1049.0,1196.0,744.0,110.71,103.35,103.8,104.02,2.8,4.7,6.7,4.7,7.0
19:15,449.0,733.0,859.0,528.0,116.36,106.57,100.78,97.75,2.3,4.2,4.9,3.7,7.0
19:20,492.0,852.0,928.0,648.0,115.8,108.76,99.9,107.1,2.3,4.2,5.5,3.9,7.0
19:25,548.0,964.0,1000.0,712.0,112.05,108.37,99.13,109.93,2.5,4.0,5.9,4.2,7.0
19:30,458.0,754.0,809.0,554.0,113.01,101.58,97.96,110.4,2.3,4.0,4.8,3.3,7.0
19:35,518.0,812.0,964.0,591.0,118.6,102.93,100.2,112.69,2.2,3.9,5.7,3.5,7.0
19:40,424.0,727.0,800.0,446.0,118.49,108.07,95.02,100.31,2.2,4.0,5.4,3.3,7.0
19:45,541.0,874.0,990.0,574.0,113.34,105.97,91.5,100.16,2.8,4.8,6.5,3.9,7.0
19:50,494.0,851.0,924.0,616.0,111.26,104.46,92.55,107.44,2.5,4.7,5.8,3.7,7.0
19:55,479.0,787.0,890.0,652.0,113.9,104.68,96.33,107.67,2.2,3.9,5.2,4.0,7.0
20:00,485.0,790.0,985.0,629.0,117.32,104.11,100.77,103.74,2.4,4.2,5.6,4.1,7.0
